| common ID | Swift name |   Fermi name | BAT Trigger-time | GBM Trigger-time | BAT RA | GBM RA | BAT Dec | GBM Dec | BAT T90 | GBM T90 | GBM T90_error |     GBM flux | GBM flux_error |    Epeak | Epeak_error |       alpha | alpha_error |      beta |   beta_error |
|     81121 |     081121 | GRB081121858 |           20.592 |           20.591 |  5.952 |  5.953 | -60.612 |   -60.6 |    14.0 |  41.985 |          8.51 | 1.541919e-06 |   9.391022e-08 | 192.4424 |     66.2615 |  -0.1947406 |   0.4440776 | -1.762847 |     0.100441 |
|     81101 |     081101 | GRB081101491 |           11.775 |           11.776 |  6.389 |  6.387 |  -0.112 |    -0.1 |     0.2 |   0.128 |         0.091 | 1.137195e-06 |   3.346163e-07 |  207.753 |    90.30927 |  -0.4559148 |   0.5042921 | -3.756732 |     9.775468 |
|     81025 |     081025 | GRB081025349 |            8.367 |            8.385 | 16.353 |  16.36 |  60.466 |    60.5 |    23.0 |  22.528 |         0.724 | 1.079718e-06 |   1.171463e-07 | 405.6714 |    121.5935 |  -0.4146322 |   0.2252917 | -2.765537 |     2.209242 |
|     81024 |    081024A | GRB081024245 |            5.883 |            5.886 |  1.859 |   1.86 |  61.352 |    61.3 |     1.8 |   0.832 |         1.282 | 2.651241e-06 |   6.070389e-07 | 596.1074 |    312.9762 | -0.09717924 |    0.649251 | -4.979814 |     60.77529 |
|     81012 |     081012 | GRB081012549 |           13.173 |           13.173 |  2.012 |  2.013 | -17.627 |   -17.6 |    29.0 |  30.721 |         5.615 | 6.070581e-07 |   1.177782e-07 | 626.0776 |     330.757 |  -0.5172774 |   0.3296287 | -4.948403 |     107.6321 |
|     81008 |     081008 | GRB081008832 |           19.969 |           19.967 | 18.665 | 18.667 | -57.433 |   -57.4 |   185.5 | 150.015 |        12.892 | 3.352711e-07 |   6.391938e-08 | 173.2569 |    48.58861 |  -0.6622945 |   0.3007005 | -12.30417 |     434886.5 |
|     80928 |     080928 | GRB080928628 |           15.026 |           15.082 |  6.337 |   6.34 | -55.176 |   -55.2 |   280.0 |  14.336 |         4.007 | 2.095947e-07 |   6.408317e-08 | 83.13947 |    33.11314 |   -1.138584 |   0.4486743 | -2.916776 |     2.519191 |
|     80916 |    080916A | GRB080916406 |            9.756 |            9.755 | 22.419 |  22.42 | -57.026 |   -57.0 |    60.0 |  46.337 |         7.173 | 8.416191e-07 |   9.741486e-08 | 241.1314 |    36.95835 |  -0.4276115 |   0.1708976 | -4.830435 |     20.43674 |
|     80905 |    080905A | GRB080905499 |           11.982 |           11.982 | 19.178 |  19.18 | -18.865 |   -18.9 |     1.0 |    0.96 |         0.345 | 2.801938e-06 |   4.499353e-07 | 676.7375 |    274.7557 |  -0.1658796 |   0.4490574 | -9.851741 |     13387.93 |
|     80810 |     080810 | GRB080810549 |            13.17 |            13.17 | 23.786 | 23.787 |    0.31 |    0.32 |   106.0 | 107.457 |        15.413 | 7.327225e-07 |   8.256937e-08 | 734.9279 |    488.7461 |   -1.179501 |   0.1348743 |  -2.42858 |     1.753877 |
|     80804 |     080804 | GRB080804972 |           23.337 |           23.337 | 21.912 | 21.913 | -53.189 |   -53.2 |    34.0 |  24.704 |          1.46 | 5.580875e-07 |   9.064421e-08 | 162.8082 |    32.11136 |  -0.1886347 |   0.2838167 | -2.797097 |     1.141707 |
|     80727 |    080727C | GRB080727964 |           23.126 |            23.13 |  2.176 |  2.173 |   64.13 |    64.1 |    79.7 |  89.089 |         6.476 | 7.228525e-07 |   9.621206e-08 | 344.2287 |    96.09229 |  -0.8261038 |   0.1893466 | -18.26271 |  109016300.0 |
|     80725 |     080725 | GRB080725435 |           10.437 |           10.436 |  8.113 |  8.113 | -13.984 |   -14.0 |   120.0 |   25.92 |         1.208 | 5.938967e-07 |   6.907176e-08 | 329.7727 |    138.9358 |  -0.9114301 |    0.187779 | -2.534569 |      1.81343 |
|     80714 |     080714 | GRB080714745 |           17.882 |           17.882 |  12.54 |  12.54 | -60.274 |   -60.2 |    33.0 |  59.649 |        11.276 | 1.116754e-06 |    1.20348e-07 | 307.1885 |    64.60365 |  -0.8487474 |   0.1744832 | -6.913354 |     510.8949 |
