|    name |       pseudo z |   pseudo z_error | Epeak (siml) [keV] | Epeak_error (siml) [keV] |        Luminosity |  Luminosity_error |
|  060813 |  1.57202556296 |  0.0139479918848 |      410.077190571 |                      0.0 | 5.10444292355e+52 | 3.40201825965e+50 |
|  060807 |  7.54208466655 |  0.0703125748917 |      695.689927286 |                      0.0 | 4.27225699596e+53 | 4.32193651437e+51 |
| 060805A |  3.54804512555 |    0.13505248741 |      101.233862958 |                      0.0 | 1.84225740787e+52 |  6.7232617077e+50 |
|  060804 |  4.50605460985 |    0.10793306512 |      389.445819983 |                      0.0 | 1.22047632158e+53 | 2.94032432627e+51 |
|  060717 |  1.89202873099 |  0.0705517919577 |      56.2037340371 |                      0.0 | 5.12546064717e+51 | 1.53670403659e+50 |
|  060712 |  3.72404686797 |   0.153451994933 |      392.341396158 |                      0.0 | 1.02039352462e+53 | 4.07359564753e+51 |
|  060708 |  2.23503212672 |  0.0267920467341 |      205.590915765 |                      0.0 | 2.89613258992e+52 | 2.94779730687e+50 |
| 060607B |  1.79802780038 |  0.0579168847245 |      116.684067653 |                      0.0 | 1.20789533761e+52 | 3.07280043956e+50 |
|  060516 |  3.64204605616 |   0.283168284347 |      105.380635379 |                      0.0 | 1.98494212166e+52 | 1.48810952063e+51 |
|  060515 |  5.45106396544 |   0.100005933143 |      405.070239874 |                      0.0 | 1.55628743835e+53 | 2.96507793732e+51 |
| 060510A | 0.589015831158 |    0.01260220411 |      128.771403598 |                      0.0 | 6.81177920314e+51 | 6.63942899117e+49 |
|  060507 |  2.39403370084 |  0.0659303301009 |      161.871301632 |                      0.0 | 2.28923689018e+52 | 5.46527121238e+50 |
|  060501 |  1.81502796868 |   0.044613088144 |       151.73153688 |                      0.0 | 1.68012711894e+52 | 3.27245435013e+50 |
| 060428B |  2.60503578976 |  0.0888877479664 |      108.138429845 |                      0.0 | 1.50202236277e+52 | 4.55156347972e+50 |
| 060428A |  1.40202387994 |  0.0260434004045 |      113.917071095 |                      0.0 | 9.71771083139e+51 | 1.29489997342e+50 |
|  060427 |  12.2241310188 |   0.121076842491 |      659.935654999 |                      0.0 | 6.85151808662e+53 | 7.70961400108e+51 |
|  060424 |  3.89204853119 |  0.0496451913077 |      413.673999692 |                      0.0 | 1.13696615922e+53 | 1.41803141796e+51 |
|  060421 |  1.46502450365 |  0.0186315739989 |      150.075137425 |                      0.0 | 1.40764708918e+52 | 1.30759717748e+50 |
|  060413 |  2.30503281973 |  0.0484555716789 |      118.513219346 |                      0.0 | 1.51071751025e+52 | 2.72209382992e+50 |
|  060403 |  5.27506222302 |   0.056475463685 |      433.342461064 |                      0.0 | 1.63439216235e+53 | 1.80779808747e+51 |
|  060323 |  4.20105159032 |  0.0810489763667 |      258.267278368 |                      0.0 | 6.86863652235e+52 | 1.31546346338e+51 |
|  060322 |  3.44804413554 |  0.0399954136619 |      422.869946142 |                      0.0 | 1.03898946691e+53 | 1.14816454737e+51 |
|  060319 |  3.92304883809 |  0.0540529076577 |      304.919414535 |                      0.0 | 7.87524838836e+52 | 1.06267645935e+51 |
|  060312 |  3.19104159122 |  0.0375961028309 |      292.444471112 |                      0.0 | 6.13806292556e+52 | 6.76712310886e+50 |
|  060306 |  1.26302250383 |  0.0163722254553 |      211.508405725 |                      0.0 | 1.93301669658e+52 | 1.71872475427e+50 |
| 060223B |  1.40802393934 |  0.0207398181796 |      138.203452327 |                      0.0 | 1.23712073247e+52 | 1.30950786936e+50 |
|  060219 |  4.16405122401 |   0.127942107934 |      194.545272253 |                      0.0 | 4.80643068929e+52 | 1.46351617634e+51 |
| 060211B |  1.43802423634 |  0.0536343148388 |      46.9101404983 |                      0.0 | 3.32713981189e+51 | 8.99554855989e+49 |
| 060211A |  4.23805195662 |    0.12040825054 |      158.201081084 |                      0.0 | 3.79384823096e+52 |  1.0718111749e+51 |
| 060204B |  1.11202100891 |  0.0286663510405 |      51.6140016962 |                      0.0 | 3.13483283199e+51 | 5.22926258622e+49 |
|  060203 |  1.16502153362 |  0.0841461753848 |      28.7120981197 |                      0.0 | 1.57280882276e+51 | 7.51276804846e+49 |
|  060202 |  4.33205288723 |   0.140419413346 |      191.684968679 |                      0.0 |  4.9102844621e+52 | 1.58924641746e+51 |
|  060117 | 0.261012583926 | 0.00270552564563 |      88.6573631634 |                      0.0 | 3.23354093147e+51 | 8.52633672826e+48 |
|  060116 |  3.91504875889 |   0.121311823338 |      308.481613555 |                      0.0 | 7.97275562487e+52 | 2.41844177078e+51 |
| 060111B |  4.96905919359 |  0.0803556893655 |      540.452608286 |                      0.0 | 2.01649766131e+53 |  3.3362635532e+51 |
| 060111A |  4.75105703537 |  0.0367406597913 |      592.728351184 |                      0.0 | 2.15740229257e+53 | 1.69387865438e+51 |
|  060110 |  5.76306705427 |  0.0342564238036 |      873.439239867 |                      0.0 | 4.24134631603e+53 | 2.64030408388e+51 |
|  060109 |   6.1000703906 |   0.101645678586 |      308.529618591 |                      0.0 |  1.2532693345e+53 | 2.20507091735e+51 |
|  060105 |  1.87002851319 |   0.016669359309 |       466.62521435 |                      0.0 |  6.8422396614e+52 | 4.88408104029e+50 |
|  060102 |  4.49305448114 |    0.13283194194 |      159.708239301 |                      0.0 | 4.06971945942e+52 | 1.20949748895e+51 |
|  051227 |  3.77704739267 |  0.0530393367617 |      257.178077306 |                      0.0 | 6.15507434884e+52 | 8.39892534471e+50 |
| 051221B |  2.62303596796 |   0.145151984143 |      92.8515374908 |                      0.0 | 1.25259634286e+52 | 6.16755957882e+50 |
|  051213 |  4.71305665917 |   0.122256197116 |      208.147983188 |                      0.0 | 5.91441986936e+52 | 1.55548700219e+51 |
| 051117A |  1.94102921609 |  0.0590048431352 |       92.557415588 |                      0.0 | 9.66239465812e+51 | 2.38245648106e+50 |
|  051114 |  1.81002791918 |  0.0727078755533 |      64.8330467114 |                      0.0 | 5.89589139981e+51 | 1.87487439758e+50 |
|  051113 |  4.78205734227 |  0.0595297093083 |      748.456434313 |                      0.0 | 2.89359578258e+53 | 3.66134887597e+51 |
| 051021B |  7.29908226082 |  0.0648829910845 |      639.107452607 |                      0.0 | 3.71477145129e+53 | 3.56931416321e+51 |
| 051016A |  4.70005653047 |   0.114620426301 |      492.351145727 |                      0.0 | 1.69886035428e+53 |  4.1984832116e+51 |
|  051012 |  2.73403706687 |  0.0972718759142 |      97.4332401583 |                      0.0 | 1.37930958322e+52 | 4.41593124777e+50 |
| 050922B |  1.68802671137 |   0.116897288894 |      78.4468305956 |                      0.0 | 7.05345466161e+51 | 3.76985478061e+50 |
|  050916 |  1.52902513725 |   0.110226485771 |      46.9899149206 |                      0.0 | 3.48621489084e+51 | 1.86740643887e+50 |
| 050915B | 0.735017276573 |  0.0176172268753 |       41.025011742 |                      0.0 |  1.8592830053e+51 | 2.32023047174e+49 |
|  050911 |  1.31302299883 |  0.0429791492271 |      66.2959427483 |                      0.0 | 4.76866575026e+51 | 1.08899686303e+50 |
|  050904 |  4.70005653047 |   0.114960979347 |      255.233368081 |                      0.0 | 7.57765050109e+52 | 1.87826880513e+51 |
|  050827 |  2.09703076051 |  0.0393551883142 |       178.54705609 |                      0.0 |  2.3083502918e+52 | 3.60503987209e+50 |
|  050822 | 0.667016603366 |  0.0177054231488 |      34.1532103628 |                      0.0 | 1.41347677786e+51 | 1.84504492775e+49 |
| 050820B |  1.50702491945 |  0.0140844344653 |       199.35012953 |                      0.0 | 2.03850921887e+52 |  1.4074900238e+50 |
|  050815 |  5.31506261903 |  0.0899171428158 |      281.100151998 |                      0.0 | 9.67817921556e+52 | 1.69359818619e+51 |
|  050801 |  2.84903820538 |  0.0384402881849 |      236.611575759 |                      0.0 | 4.26175138252e+52 | 5.23087577792e+50 |
|  050726 |  2.27703254253 |   0.102945193821 |      160.316711983 |                      0.0 | 2.16785788428e+52 | 8.36966378824e+50 |
|  050721 |  1.32602312753 |  0.0590351162079 |      102.857342936 |                      0.0 | 8.24233469003e+51 |   2.570978959e+50 |
|  050717 |  1.42202407794 |  0.0148923355252 |      263.936805605 |                      0.0 | 2.75663343064e+52 | 2.08312464816e+50 |
|  050716 | 0.922019127891 |  0.0365692950112 |      56.4611099875 |                      0.0 | 3.12094864054e+51 | 7.29789124784e+49 |
|  050715 |  2.20603183962 |  0.0492555247619 |      122.307656736 |                      0.0 | 1.51250698944e+52 | 2.85585657236e+50 |
| 050714B |  1.96002940419 |   0.148859369836 |      57.5623942978 |                      0.0 | 5.43022102094e+51 | 3.35621319433e+50 |
| 050713B |   3.0470401656 |   0.127233626053 |      282.618446224 |                      0.0 | 5.63682576499e+52 | 2.17796493588e+51 |
| 050713A | 0.471014662947 | 0.00970949776344 |      35.1504525106 |                      0.0 | 1.25308849106e+51 | 1.01651405628e+49 |
|  050712 |  4.77105723337 |   0.137018400381 |      237.025182158 |                      0.0 | 7.02540028141e+52 | 2.04996510453e+51 |
|  050701 |  2.22803205742 |  0.0243604422353 |      271.055580589 |                      0.0 | 4.05546704414e+52 | 3.76131831371e+50 |
|  050607 |  1.68702670147 |  0.0483168616761 |      74.5290753998 |                      0.0 | 6.62391775086e+51 |  1.4638397961e+50 |
|  050603 | 0.526015207452 | 0.00746807263191 |       145.83838223 |                      0.0 | 7.54576609948e+51 | 4.53842218377e+49 |
|  050528 |  1.37702363244 |  0.0747085627075 |      64.7790952669 |                      0.0 | 4.79598702999e+51 |  1.8525364618e+50 |
| 050509A |  2.56603540365 |  0.0519087240038 |      135.986892077 |                      0.0 | 1.96445805491e+52 | 3.51438507531e+50 |
| 050502B | 0.987019771398 |  0.0218413523575 |       44.447836499 |                      0.0 | 2.42187557927e+51 | 3.27175705578e+49 |
|  050422 |  2.67903652237 |  0.0760977651954 |      100.208264963 |                      0.0 |   1.401969272e+52 | 3.56392192616e+50 |
|  050421 |  3.67104634326 |   0.306127578622 |      85.7536328589 |                      0.0 | 1.55269395996e+52 |  1.2506218921e+51 |
|  050418 |   2.0290300873 |  0.0271734999965 |      298.348117429 |                      0.0 | 4.22093833926e+52 | 4.65374822449e+50 |
| 050416B | 0.413014088741 |  0.0127017919814 |      34.3869958475 |                      0.0 | 1.16028152747e+51 | 1.28183983796e+49 |
|  050412 |  10.9531184358 |  0.0291490678461 |       858.42487454 |                      0.0 | 8.35917475256e+53 | 2.50529421603e+51 |
|  050410 |  1.12002108811 |  0.0518364803758 |       65.909486354 |                      0.0 | 4.25840265332e+51 | 1.27965804571e+50 |
|  050326 | 0.836018276483 | 0.00679946202775 |      196.070004049 |                      0.0 | 1.36019247688e+52 | 6.19084319463e+49 |
|  050306 |  1.68002663217 |  0.0438677629151 |      218.008884632 |                      0.0 | 2.46853609842e+52 | 4.96589740979e+50 |
| 050219B | 0.275012722527 | 0.00540696070294 |      56.1406587157 |                      0.0 |  1.8716011561e+51 | 9.75447460765e+48 |
| 050219A |   4.0160497588 |  0.0417631755347 |      822.555342604 |                      0.0 | 2.72864843837e+53 |  2.7921011327e+51 |
| 050215B |  1.63202615696 |  0.0577416260098 |      53.2721475686 |                      0.0 |  4.2752979258e+51 | 1.15270207652e+50 |
| 050215A |  3.24704214562 |   0.109344181315 |      118.918302908 |                      0.0 | 2.06470263791e+52 |  6.5330879086e+50 |
|  050128 |  1.15202140491 |  0.0259589082709 |      218.385887604 |                      0.0 | 1.88896935874e+52 | 2.80037784576e+50 |
|  050124 |  1.40102387004 |  0.0206546136228 |      231.559958046 |                      0.0 | 2.32275299907e+52 | 2.45570112928e+50 |
|  050117 |  1.81302794888 |  0.0245645709582 |      174.181236079 |                      0.0 | 1.98817951446e+52 | 2.13374547745e+50 |
|  041228 |  1.20902196922 |  0.0422238052571 |      67.9389057684 |                      0.0 | 4.64934671285e+51 | 1.09219743293e+50 |
|  041226 |  7.52908453785 |  0.0521529331508 |      343.564819794 |                      0.0 | 1.79177887598e+53 | 1.34651939974e+51 |
|  041224 |   1.0460203555 |  0.0253017408016 |      88.1944678122 |                      0.0 | 5.82526097411e+51 | 8.85335180025e+49 |
|  041223 | 0.466014613446 | 0.00593099914091 |      49.9017159667 |                      0.0 | 1.92198049599e+51 | 9.55631420834e+48 |
|  041220 |  3.55104515525 |  0.0322909181872 |      395.055027876 |                      0.0 | 9.83095657617e+52 | 8.57268587576e+50 |
| 041219C |  3.37304339303 |  0.0423127296188 |      467.100719432 |                      0.0 | 1.14976874906e+53 |  1.3672553744e+51 |
|  041217 |  2.90703877959 |  0.0305374422599 |      859.375209437 |                      0.0 | 2.11839947084e+53 | 2.03490753121e+51 |
